text_headline,text_sentence,bias_label
그래픽 최근 북한 순항미사일 발사 일지,서울 연합뉴스 원형민 김민지 기자 북한이 30일 서해상으로 순항미사일 여러 발을 발사했다고 합동참모본부가 발표했다.,0.00024897981190717986
속보 북한 이틀 만에 또 순항미사일 여러 발 발사,사진 뉴스1 북한이 서해상으로 순항미사일 여러 발을 발사했다. 합동참모본부는 30일 이날 오전 7시께 북측이 서해상으로 발사한 미상 순항미사일 수 발을 포착했으며 한미 정보당국이 정밀분석 중에 있다 며 우리 군은 감시 및 경계를 강화한 가운데 미측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있다 고 밝혔다. 북한이 순항미사일을 발사한 것은 지난 28일에 이어 이틀 만이다. 합참이 이달 들어 북한이 발사한 순항미사일을 포착해 발표한 것은 이번이 3번째다. 북한은 지난 24일 평양 인근에서 서해상으로 신형 전략순항미사일 불화살 3 31 여러 발을 발사했고 28일에는 함경남도 신포시 인근 해상에서 불화살 3 31 2발을 발사했다.,0.0002545657764156741
북한 또 순항미사일 불화살 발사…일주일 만에 3번 쐈다,앵커 북한이 또 순항미사일을 쐈습니다. 일주일 새 벌써 세번째입니다. 북한이 핵탄두까지 탑재할 수 있는 신형 전략순항미사일 불화살 을 집중적으로 시험 발사하고 있는 걸로 보입니다. 윤샘이나 기자입니다. 기자 북한이 오늘 30일 오전 순항미사일 여러 발을 발사했다고 합동참모본부가 밝혔습니다. 일주일 사이에만 벌써 세번째입니다. 북한은 지난 24일 서해상으로 신형 전략순항미사일 불화살 3 31 을 첫 시험 발사한 이후 나흘 뒤 잠수함 기지가 있는 함경남도 신포에서 동해상으로 같은 불화살 2발을 더 쐈습니다. 그리고 오늘 평양 인근 내륙에서 서해상으로 또 쏜 겁니다. 북한이 같은 종류로 보이는 미사일을 반복해서 쏘는 건 지난해부터 본격 개발 중인 불화살 의 성능 개량에 박차를 가하고 있기 때문이란 분석이 나옵니다. 전문가들은 북한이 육상과 해상 수중 등 장소를 가리지 않고 쏠 수 있는 다목적 전략순항미사일 개발에 목표를 두고 있다고 보고 있습니다. 장영근 한국국가전략연구원 미사일센터장 지상에서 발사하는 거 잠수함에서 발사하는 거 보여줬잖아요. 다양한 플랫폼에서 사용할 수 있는 순항미사일을 시험하고 있다고 보입니다. 우리 군 당국도 눈여겨보고 있습니다. 이성준 합동참모본부 공보실장 정확한 의도에 대해서는 추가 분석이 필요하고요. 저희는 북한의 무기 개발 동향을 지속 추적하고 있다고 말씀드릴 수 있겠습니다. 탄도미사일과 달리 순항미사일 발사는 그 자체로 유엔 안보리 제재 대상은 아닙니다. 다만 핵탄두까지 탑재 가능한 전략순항미사일은 낮은 고도에서 비행해 탐지가 쉽지 않은 북한판 토마호크 미사일로 우리 군 요격망인 킬 체인 까지 위협할 수 있다는 우려가 나오고 있습니다.,0.00026522777147156733
북한 서해로 순항미사일 발사‥이틀 만에 또 도발,정오뉴스 앵커 북한이 오늘 오전 서해상에서 순항미사일 여러 발을 발사했습니다. 동해상에서 순항미사일을 쏜 지 이틀 만인데요. 이달 들어서만 벌써 3차례 순항미사일을 쏘며 성능 개량 시험에 나선 것으로 보입니다. 이덕영 기자입니다. 리포트 북한이 오늘 오전 7시쯤 서해상으로 순항미사일 여러 발을 발사해 우리 군에 포착됐습니다. 이성준 합동참모본부 공보실장 우리 군은 감시 및 경계태세를 강화한 가운데 미측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있습니다. 북한의 순항미사일 발사는 지난 28일 이후 이틀 만으로 이달 들어 3번째 발사입니다. 앞서 북한은 지난 24일에는 서해를 향해 지상에서 순항미사일을 쐈습니다. 또 지난 28일에는 동해 신포 일대 앞바다에서 순항미사일을 발사했습니다. 당시 잠수함에서 직접 발사한 것인지 해상 바지선에서 발사한 것인지는 확인되지 않았습니다. 전략핵공격잠수함에서 발사할 수 있는 순항미사일을 시험 중인 것으로 보입니다. 발사 플랫폼을 바꿔가며 동·서해에서 잇따라 순항미사일을 쏘고 있는데 북한이 개발 중인 신형 순항미사일 불화살 3 31의 성능개량을 위한 시험을 계속하고 있는 것으로 분석됩니다. 특히 오늘 쏜 순항미사일은 원 모양 등의 궤도를 그렸던 이전과 달리 1천500 2천km를 정상 비행한 것으로 합참은 보고 있습니다. 순항미사일 발사는 유엔 안보리 제재 대상이 아니어서 북한의 시험발사를 제지할 수 없습니다. 이런 가운데 북한은 소형 핵탄두를 탑재할 수 있는 순항미사일 개발에 적극 나서고 있고 김정은 국무위원장 역시 해군의 핵무장화를 강조하고 있습니다. MBC뉴스 이덕영입니다. MBC 뉴스는 24시간 여러분의 제보를 기다립니다.,0.0003022890498817523
윤 대통령 “북한은 비이성적 집단…선거 앞두고 도발 예상”,앵커 전 세계에서 유일하게 핵무기의 선제 사용을 법제화 한 북한을 향해서 윤석열 대통령이 비이성적 집단이라며 강력하게 비판했습니다. 윤 대통령은 또 4월 총선을 앞두고 북한의 군사 도발과 사이버 공격이 예상된다면서 자유민주체제를 지키기 위한 철저한 대비를 강조했습니다. 정새배 기자의 보도입니다. 리포트 탄도 미사일에 이은 순항 미사일 발사. 북한의 군사적 위협이 고조되는 가운데 윤석열 대통령이 올해도 중앙통합방위회의를 직접 주재했습니다. 윤 대통령은 먼저 북한 정권을 강도 높게 비판했습니다. 전 세계에서 유일하게 핵 선제 사용을 법제화한 비이성적 집단이라는 겁니다. 그러면서 북한이 4월 총선을 겨냥해 도발할 수 있다고 경고했습니다. 윤석열 대통령 북한 정권은 지난 70년 동안 우리 대한민국의 자유 민주주의 시스템을 붕괴시키기 위해 부단히 노력해 왔고 중요한 정치 일정이 있는 해에는 늘 사회 교란과 심리전 그리고 도발을 감행해 왔습니다. 윤 대통령은 군사적 도발과 함께 가짜 뉴스와 사이버 공격도 주요 위협으로 꼽았습니다. 그러면서 이 같은 안보 위기 상황 속에 군경은 물론 민과 관이 협력하는 총력 대비 태세를 갖춰야 한다고 강조했습니다. 윤 대통령은 오후에는 군 주요 지휘관 회의도 주재했습니다. 두 회의 모두 예상되는 북한의 도발 유형별로 대응 태세를 점검하는 방식이었다고 대통령실은 설명했습니다. 오늘 31일 통합방위회의에는 사상 처음으로 접경지 주민 등 국민참관단 11명이 참석했습니다. 안보 문제에 대한 국민적 우려를 불식시키고 협조도 이끌어 내려는 취지로 풀이됩니다. KBS 뉴스 정새배입니다.,0.000323607055708291
속보 북한 이틀 만에 또 순항미사일 여러 발 발사,북한 김정은 잠수함발사순항미사일·핵잠수함 건조 지도 평양 조선중앙통신 연합뉴스 김정은 북한 국무위원장이 지난 28일 잠수함발사순항미사일 SLCM 시험발사를 지도하고 핵잠수함 건조 사업을 둘러봤다고 조선중앙통신이 29일 밝혔다.,0.0003622089760088727
합참 북한 서해상으로 순항미사일 여러 발 발사,북한이 30일 서해상으로 순항미사일 여러 발을 발사했다고 합동참모본부가 밝혔다. 사진은 북한이 지난 24일 신형전략순항미사일 시험발사를 진행했다고 밝힌 조선중앙통신 보도 내용 사진 연합뉴스 북한이 오늘 30일 아침 서해상으로 순항미사일 여러 발을 발사했다고 합동참모본부가 밝혔습니다. 합참은 오늘 오전 7시쯤 북측 서해상으로 발사한 미상 순항미사일 수 발을 포착했습니다. 합참은 “ 세부 제원 등은 한미 정보당국이 정밀분석 중에 있다”며 “우리 군은 감시 및 경계를 강화한 가운데 미측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있다”고 말했습니다. 북한은 지난 28일 신포 앞 바다에서 순항미사일 2발을 발사한 지 이틀 만에 추가 도발에 나섰습니다.,0.0003782716899472451
북한 이틀 만에 또 순항미사일 발사‥의도는,뉴스데스크 앵커 북한이 오늘 또 순항미사일 여러 발을 발사했습니다. 일주일 사이 세 번이나 그것도 같은 순항 미사일을 발사한 건데 상당히 이례적입니다. 왜 이러는 걸까요. 이덕영 기자가 취재했습니다. 리포트 북한이 오늘 오전 7시쯤 서해상에서 순항미사일 여러 발을 발사했습니다. 합동참모본부는 순항미사일이 1천5백 2천km 거리를 정상 비행했다고 밝혔습니다. 북한이 앞서 발사했다고 주장한 신형 순항미사일 불화살 3 31형을 또 쏜 건지는 확인되지 않았습니다. 지난 24일 지상에서 서해를 향해 순항미사일을 쏜 뒤 이틀 전엔 함경남도 신포 일대 동해상에서 쏜 데 이어 다시 서해상에서 시험발사에 나선 겁니다. 일주일 사이 동·서해를 오가며 벌써 3번이나 순항미사일을 쏜 건데 같은 무기체계를 연달아 시험하는 건 이례적인 일입니다. 북한이 순항미사일 개발을 서두르는 동시에 빠른 속도로 성능 개량이 이뤄지고 있는 걸로 보입니다. 신종우 한국국방안보포럼 전문연구위원 북한이 계획한 대로 설계가 되었고 성능이 충족되었기 때문에 오늘은 사거리를 멀리해서 비행 거리를 검증하기 위한 시험을 한 것으로… 북한의 연이은 순항미사일 시험발사는 군사적 위협의 강도를 높이고 도발 수단을 다양화하려는 의도로 풀이됩니다. 최 일 잠수함연구소 소장 가장 효과적인 것 또 싸게 할 수 있는 것 충격이 가장 크게 갈 수 있는 것. 항상 새로 찾으면서 새로운 도발을 항상 시도해 왔는데 최근에 찾은 게 핵 어뢰하고 이 순항 미사일인 거죠. 또 일본 오키나와 미군기지를 사거리에 두는 타격 능력을 과시하는 한편 우크라이나와 전쟁을 이어가고 있는 러시아로의 수출을 위해 개발에 속도를 내고 있는 것 아니냐는 분석도 나옵니다. 북한의 신형 순항미사일은 우리 군의 방공망을 무력화할 수 있습니다. 순항미사일은 정밀 타격이 가능한데다 낮은 고도에서 수시로 궤도를 바꾸며 비행해 요격이 쉽지 않기 때문입니다. 여기에 북한의 주장대로 전술핵까지 탑재한다면 파괴력은 더 커집니다. MBC뉴스 이덕영입니다. 영상편집 박병근 MBC 뉴스는 24시간 여러분의 제보를 기다립니다.,0.00041127289362209723
국제대회서 인공기 게양 가능해져…북한 도핑 준수국 복귀종합,세계도핑방지기구 규약 비준수 리스트에서 북한·OCA 제외 항저우 아시안게임 폐회식 들어서는 인공기 연합뉴스 자료사진 서울 연합뉴스 이상현 기자 북한이 세계도핑방지기구 WADA 의 규약 준수국 지위를 회복했다. 30일 WADA에 따르면 기구는 최근 배포한 보도자료에서 북한 반도핑위원회를 규약 비준수 단체 리스트에서 제외했다고 밝혔다. 이는 북한 반도핑위원회가 국제규범을 지키지 않아 지난 2021년 10월 비준수 단체로 지정된 지 2년여만이다. WADA 산하 규정준수검토위원회 CRC 는 최근 제출된 북한의 자료를 검토한 결과 규약 준수국 복귀를 위한 조건을 성공적으로 달성했다고 평가했다. 다만 WADA는 북한 측 이행 조치를 구체적으로 설명하지는 않았다. 앞서 WADA는 신종 코로나바이러스 감염증 코로나19 대유행을 이유로 국경을 봉쇄한 북한이 국제 반도핑 규범을 따르지 않자 규약 비준수 단체로 지정했고 제재로 올림픽·패럴림픽을 제외한 국제대회에서 북한 국기의 게양을 금지했다. 그런데도 지난해 9월 항저우 아시안게임에서 인공기가 게양되자 이를 방조한 아시아올림픽평의회 OCA 에 벌금 50만달러 약 6억5천만원 를 부과하기도 했다. 북한이 WADA 규약 준수국 지위를 회복하면서 국제대회 인공기 게양도 가능해질 전망이다. WADA는 또 지난해 12월 벌금 50만달러를 완납한 OCA도 규약 비준수 단체 명단에서 제외했다. OCA는 규약 준수단체로 지위를 회복했다.,0.00042814846173344726
북한 최룡해 상임위원장 몽골 대사와 담화,평양 조선중앙통신 연합뉴스 김정은 북한 국무위원장의 위임에 따라 최룡해 최고인민회의 상임위원장이 지난 29일 만수대의사당에서 에르덴다바 몽골특명전권대사로부터 신임장을 받고 대사와 친선적인 분위기속에서 담화했다고 조선중앙통신이 30일 보도했다.,0.0004297775397586195
